,url,segment_no,cumle_icerigi,kelime_sayısı
0,https://www.haberler.com/yurt-genelinde-evde-kal-cagrisina-kismen-uyuluyor-13221570-haberi/,0,Yeni tip koronavirüsle Kovid mücadele tedbirleri kapsamında Mersin de Evde kal Türkiye,12
1,https://www.haberler.com/yurt-genelinde-evde-kal-cagrisina-kismen-uyuluyor-13221570-haberi/,1,çağrısına kısmen uyuluyor Kentte sahil şeridindeki Adnan Menderes Bulvarı nda araç trafiğinde kısmen yoğunluk görülse kıyıdaki yürüyüş bisiklet yolları oyun grupları sakin kaldı Kentin hareketli noktalarından Cumhuriyet Alanı Ocak Atatürk Meydanı Beşiktal Meydanı sahil bandındaki Kültür Park tedbirler nedeniyle boş kaldı Kaynak AA,43
2,https://www.haberler.com/marmaris-te-kayip-kisinin-cesedi-golette-bulundu-13221569-haberi/,0,Muğla nın Marmaris ilçesinde kayıp olarak aranan kişinin cesedi gölette bulundu Sarıana Mahallesi ndeki Muğla Büyükşehir Belediyesi Mezbahanesi civarındaki gölette ceset gören görevli durumu İlçe Emniyet Müdürlüğüne bildirdi İhbar üzerine bölgeye giden polis ekipleri cesedi göletten çıkardı Cesedin bir süredir kayıp olarak aranan Alkan Keskin ait olduğu tespit edildi Keskin in cenazesi savcının incelemesinin ardından otopsi yapılmak üzere Muğla Adli Tıp Kurumu morguna götürüldü Kaynak AA,66
3,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,0,Ev Mutfak Eşyaları Sanayicileri İhracatçıları Derneği Başkanı Burak Önder Pandemi mutfak eşyaları sektöründe üretimin yüzde ini olumsuz etkilemiş durumda,19
4,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,1,Sektörümüzün mücbir sebebe dahil olması gerektiğini bir yinelemek istiyorum,9
5,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,2,açıklamasında bulundu EVSİD den yapılan açıklamaya göre milyar dolar ihracatla kapatan ev mutfak eşyaları sektörü küresel salgının üreticiler ihracat üzerinde yarattığı sonuçların yer aldığı katma değeri yüksek bir anket çalışmasına imza attı Açıklamada görüşlerine yer verilen EVSİD Başkanı Burak Önder Covid un sektör üzerinde yarattığı sonuçları değerlendirdi,47
6,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,3,Pandeminin mutfak eşyaları sektöründe üretimin yüzde ini olumsuz etkilediğini belirten Önder şunları aktardı Firmalarımızın yüzde nisan ayında ihracat oranlarının geçtiğimiz yılın aynı dönemine göre yüzde ın üzerinde düştüğünü belirtti,29
7,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,4,Kapasitenin eski düzeyine gelmesi firmaların yüzde si üç aydan uzun bir süreyi is aret ederken digˆer yarısı üç aydan kısa süreyi öngörüyor Afrika Ortadogˆu görece kısa sürede açılacak pazarlar olarak görülse genel olarak salgının seyrini izlemek gerektiği görüşü hakim,39
8,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,5,Firmalarımızın tamamı yurt dışı fuarların Haziran Ağustos döneminde bas lamasına sıcak bakmıyor,12
9,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,6,Eylül Ekim dönemi yüzde sı katılım gerçekles tirebilecegˆini ifade ederken üreticilerimizin büyük çogˆunlugˆu ubat ayını is aret etmis durumda,19
10,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,7,İhracatçımıza bugünlerde fazla destek olmalıyız Anketten çıkan sonuçların yaşanan zor dönemin bir özeti olduğunu ifade eden Önder Küresel ölçekte zor bir dönemden geçiyoruz,23
11,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,8,yılı ülke olarak hedeflediğimiz milyar dolarlık gelirin büyük bir kısmını elde edemeyeceğiz görünüyor süreçten krizden hızlı çıkabilmemiz elimizdeki önemli iki enstrüman sanayi ihracat olacak,24
12,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,9,Mutfak eşyaları sektörünün odak noktası ihracat Bu noktada tedarik zinciri finansal yapımızda oluşan hasarları minimize etmek önemli,17
13,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,10,Ham madde tedariki lojistik ambalaj personel istihdamı pazarlama katmanlarda sıkıntılar yaşanıyor önlem almazsak korona salgını sona erdiğinde bizleri kolay bir süreç beklemiyor,22
14,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,11,Bu nedenle üretimleri durma noktasına gelen ihracatı Türkiye genel ihracatının üzerinde yaklaşık yüzde ler oranında düşüş gösteren sanayicilerimize mutlak suretle destek olmamız gerekiyor,23
15,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,12,ifadelerini kullandı Proaktif önlemler şartSektörlerinin mücbir sebebe dahil olması gerektiğini bir yinelemek istediğini anlatan Önder ifadelere yer verdi Daha proaktif davranarak çek ödemelerinde KGF kolaylığı etkili bir KDV reformu sanayiye elektrik doğal gazda indirim KDV alacakları kadar firmalara koşulsuz kefalet verilmesi aksiyonlar alabilirsek çarkların yeniden dönmesini sağlayabiliriz,47
16,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,13,İhracatçılarımızın ülkemizin yarınları açısından kritik öneme sahip olduğunu düşünüyorum dönemi geride bırakacağımızdan eminim,13
17,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,14,Kritik nokta zor süreci hasarla atlatmak,6
18,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,15,Bunu gerçekleştirmek elimizden gelenin fazlasını yapıyor olacağız,7
19,https://www.haberler.com/evsid-baskani-onder-ihracatcimizi-ekonomik-13221568-haberi/,16,Kaynak AA,2
20,https://www.haberler.com/ford-sanal-motor-sporu-yarisi-duzenliyor-ralli-13221567-haberi/,0,Koronavirüs salgını nedeniyle spor branşlarında olduğu motor sporlarına ara verilmişti,10
21,https://www.haberler.com/ford-sanal-motor-sporu-yarisi-duzenliyor-ralli-13221567-haberi/,1,Profesyonel yarışçılar sosyal mesafeyi korumak evde kalırken motor sporlarıyla ilgilenenlerin yarışlar duyduğu özlem giderek artıyor,15
22,https://www.haberler.com/ford-sanal-motor-sporu-yarisi-duzenliyor-ralli-13221567-haberi/,2,Ford Mayıs günü motor spor yarışlarını özleyenleri ekran başına kilitleyecek Formula in Sesi Serhan Acar ın AnlatımıylaYıllardır destekçişi olduğu Castrol Ford Team Türkiye ralli takımı Avrupa Şampiyonluğu dahil olmak üzere birçok başarıya imza atan Ford dünyayı etkisi altına alan Kovid salgını dolayısıyla durdurulan motor spor yarışlarını ekranlara taşıyacak,48
23,https://www.haberler.com/ford-sanal-motor-sporu-yarisi-duzenliyor-ralli-13221567-haberi/,3,Her yaştan motor spor tutkununun yarış hasretini dindirmek planladığı özel bir etkinliği duyurdu,13
24,https://www.haberler.com/ford-sanal-motor-sporu-yarisi-duzenliyor-ralli-13221567-haberi/,4,Mayıs Atatürk Anma Gençlik Spor Bayramı nda sanal ortamda düzenlenecek Mayıs Gençlik Spor Yarışı etkinliği Türkiye nin yüksek kalitede gerçekleştirilecek dijital motor sporları canlı yayını olacak,26
25,https://www.haberler.com/ford-sanal-motor-sporu-yarisi-duzenliyor-ralli-13221567-haberi/,5,Türkiye de ten beri Formula yarışlarını anlatan Formula in Sesi olarak bilinen Serhan Acar muhteşem anlatımıyla herkesi adeta ekranlara kilitleyecek Spor Oyuncuları Mücadele EdecekGerçek hayattaki sürüş deneyimini neredeyse birebir simüle edebilen sim racing simülasyon yarış oyunlarının yer aldığı iRacing platformunda gerçekleşecek yarış Ford Fiesta lar Rallycross yarış tipinde başlayacak,49
26,https://www.haberler.com/ford-sanal-motor-sporu-yarisi-duzenliyor-ralli-13221567-haberi/,6,Yarışta Castrol Ford Team Türkiye nin ralli pilotları Murat Bostancı Ali Türkkan Ümit Can Özdemir Emre Hasbay Can Sarıhan Spor oyuncuları Mervan Tepelioğlu Buğra Akpınar Atakan Tarkan Ozan Ülkügil Emir Aşarı mücadele edecek Motor Spor Yarışı Canlı YayınlanacakSpor gençliğe armağan edilen milli bayramımız Mayıs kutlayacak olan etkinlik kapsamında özel bir sanal kortej gerçekleştirilecek,53
27,https://www.haberler.com/ford-sanal-motor-sporu-yarisi-duzenliyor-ralli-13221567-haberi/,7,Hem özel kortej yayınını heyecanlı motor sporu yarışı Ford Türkiye YouTube kanalında Mayıs Salı günü saat da canlı izlenecek,19
28,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,0,Erciyes Üniversitesi ERÜ Enfeksiyon Hastalıkları Klinik Mikrobiyoloji Ana Dalı Başkanı Prof Dr Orhan Yıldız paranın büyük risk taşıdığını ifade etti,20
29,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,1,Prof Dr Orhan Yıldız ın yaptığı açıklamaları bir araya getirdik Para Üstü Almayacak Şekilde Alışveriş Yapılması Gerekiyor,17
30,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,2,Haber Global in aktardığına göre Yıldız alışverişlerde kağıt para kullanılmasının virüsün bulaşma riski açısından sıkıntı verici olduğunu söyledi,18
31,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,3,Yıldız paralar hakkında açıklamasında cümlelere yer verdi Alışverişler sırasında paranın el değiştirmesi büyük risk oluşturmaktadır,15
32,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,4,Çünkü para yıkanabilir olarak gözükmez,5
33,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,5,Para elden ele gezer virüs bulaştırabilir,6
34,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,6,Bundan korunmak mümkünse para üstü almayacak şekilde alışveriş yapmak gerekir,10
35,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,7,Kredi kartlarının temassız özelliğini kullanmakta yarar vardır İlla para alışveriş yapıldıysa para üzeri alındıysa alınan para ayrı bir yerde mümkünse poşet içinde muhafaza edilmelidir,24
36,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,8,Eve gelindiğinde para dezenfektan silinmelidir,5
37,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,9,Para sıcak ortamda güneş altında bekletilebilir,6
38,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,10,ATM den alınan para risk taşımaz elden ele gezen para virüs sorunu oluşturur,13
39,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,11,Koronavirüste Vaka Sayısı Can Kaybı Kaç Oldu,7
40,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,12,Mayıs itibari ülkemizde toplam vaka sayısı oldu,7
41,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,13,Toplam can kaybı yükseldi,4
42,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,14,Toplam yoğun bakımdaki hasta sayısı toplam iyileşen hasta sayısı olarak açıklandı,11
43,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,15,Toplam entübe hasta sayısının olduğu duyuruldu,6
44,https://www.haberler.com/profesor-doktor-paralar-hakkinda-uyardi-13221566-haberi/,16,Toplam test sayısının olduğu paylaşıldı,5
45,https://www.haberler.com/istanbul-da-atik-sularda-koronavirus-taramasi-13221565-haberi/,0,Tarım Orman Bakanı Bekir Pakdemirli tarafından geçtiğimiz günlerde yapılan açıklamalarda atık sularda koronavirüs taraması yapılacağı belirtilmişti,16
46,https://www.haberler.com/istanbul-da-atik-sularda-koronavirus-taramasi-13221565-haberi/,1,Türkiye Su Enstitüsü Başkanlığı koordinesinde gerçekleşecek olan çalışmada pilot il olarak seçilen İstanbul da ilk tarama çalışmalarına başlandığı duyuruldu Atık Sularda Koronavirüs Bulunur,23
47,https://www.haberler.com/istanbul-da-atik-sularda-koronavirus-taramasi-13221565-haberi/,2,Geçtiğimiz haftalarda ortaya çıkan detaylara göre yeni tip koronavirüs atık sularda yaşayabiliyor,12
48,https://www.haberler.com/istanbul-da-atik-sularda-koronavirus-taramasi-13221565-haberi/,3,Bu haberlerin ardından dünyanın dört bir yanında atık sulara yönelik araştırma çalışmalarının başladığını görmüştük,14
49,https://www.haberler.com/istanbul-da-atik-sularda-koronavirus-taramasi-13221565-haberi/,4,Nitekim araştırmalar ülkemizde yapılmaya başlandı Tarım Orman Bakanlığı önderliğinde yapılan çalışmada Marmara Üniversitesi Çevre Mühendisliği Bölümü Öğretim Üyesi Doç,19
50,https://www.haberler.com/istanbul-da-atik-sularda-koronavirus-taramasi-13221565-haberi/,5,Dr Bilge Alpaslan Kocamemi Moleküler Biyolog Dr Halil Kurt danışmanlık yaparken Türkiye Su Enstitüsü Başkanlığı Devlet Su İşleri Genel Müdürlüğü tarafından çalışmalara katkı sağlanıyor Yapılan çalışmada atık sularda yer alan yeni tip koronavirüs miktarı vaka yayılımının detaylı olarak incelenmesi hedefleniyor,40
51,https://www.haberler.com/istanbul-da-atik-sularda-koronavirus-taramasi-13221565-haberi/,6,Yeni tip koronavirüsün suda kadar yaşayabildiği ilgili doğrulanmış çalışmalar bulunmasa aynı familyada yer alan diğer virüslerin dört güne kadar canlı kalabildiği biliniyor Peki çalışmalar hakkında düşünüyorsunuz,26
52,https://www.haberler.com/istanbul-da-atik-sularda-koronavirus-taramasi-13221565-haberi/,7,Görüşlerinizi hemen aşağıdaki yorumlar sekmesinden bizlerle paylaşmayı unutmayın,8
53,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,0,Kaspersky nin Koronavirüs çalışmayı etkiledi,5
54,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,1,başlıklı raporuna göre evden çalışanların çoğunluğunun kendilerini risklere karşı koruma amaçlı özel siber güvenlik farkındalığı kılavuzları eğitimleri almadığı ortaya çıktı Siber Güvenlik Önlemleri Almak ÖnemliEvden çalışmaya geçilen zorlu dönemde şirketler çalışanlarının normalde olduğu çalışmaya devam etmesini sağlamak zorunda,38
55,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,2,Çalışanların güvenliğini sağlamaksa büyük bir sorun teşkil ediyor,8
56,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,3,Çalışanların işlerini yapmak kullandıkları hizmetlere güvenli erişim sunmak fazla kaynak kullanılması gerekiyor,12
57,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,4,Bu nedenle etkili siber güvenlik önlemleri almak önem arz ediyor,10
58,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,5,Uzaktan çalışma spam kimlik avı saldırısı sayısında artış ele geçirilmiş WiFi noktalarına bağlantı çalışanların gölge BT kullanması yeni riskleri beraberinde getiriyor Evden Çalışanların Güvenliği SağlanmıyorDünya çapında çalışan arasında yapılan anket sonucu gösteriyor işverenler çalışanlarına riskleri tam olarak anlatmıyor,38
59,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,6,Ankete katılanların evden çalışmaya başlarken siber güvenlik farkındalığı eğitimi almadıklarını söyledi,11
60,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,7,Ayrıca çalışanların si Kovid ilgili kimlik avı postaları aldığını dile getirdi,11
61,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,8,Bilindiği üzere tür maillerdeki zararlı içerikleri yanlışlıkla indirmek cihaza izinsiz girilmesine kurumsal verilerin çalınmasına olabilir,15
62,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,9,Ayrıca çalışanların çoğu dönemde kendi BT departmanlarının onaylamadığı online hizmetleri sık kullanmaya başladı,13
63,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,10,Gölge BT olarak adlandırılan durumda video konferans programları anlık mesajlaşma uygulamaları dosya depolama hizmetleri tercih ediliyor Uzaktan Güvenli Çalışma Ortamı Nasıl Sağlanır,22
64,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,11,Kaspersky uzaktan güvenli çalışma imkanı sunmak isteyen şirketlere önerilerde bulunuyor Teknik güvenlikle ilgili sorunlarla karşılaşan çalışanların kimle iletişime geçeceğini bildirin,20
65,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,12,Kendi kişisel cihazları üzerinden çalışmak zorunda olan kişilere ekstra dikkat edin,11
66,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,13,Onlara özel güvenlik politikaları uygulayın tavsiyelerde bulunun,7
67,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,14,Çalışanlarınıza temel güvenlik farkındalığı eğitimi verin,6
68,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,15,İnternet üzerinden verilebilen eğitimlerde hesap parola yönetimi posta güvenliği uç nokta güvenliği internette gezinme temel konular ele alınıyor,18
69,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,16,Kaspersky Area Lyceum tarafından hazırlanan ücretsiz kurs insanların evden güvenli çalışmasına yardımcı oluyor,13
70,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,17,Parola değiştirme iş cihazlarını şifreleme veri yedekleme yöntemlerle kurumsal verileri cihazları koruma altına alın,14
71,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,18,Cihazların yazılımların hizmetlerin zaman son yamalarla güncellendiğinden emin olun,9
72,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,19,Mobil cihazlar dahil olmak üzere uç noktalara Kaspersky Endpoint Security Cloud kanıtlanmış bir güvenlik çözümü kurun,16
73,https://www.haberler.com/evden-calisanlar-tehlikede-iste-kaspersky-13221564-haberi/,20,Bu çözüm iş yalnızca onaylı hizmetlerin kullanılmasına izin vererek gölge BT gelen riskleri azaltıyor Kaspersky raporunun tamamını okumak salgının insanların çalışma şeklini etkilediğini öğrenmek sayfayı ziyaret edebilirsiniz,27
74,https://www.haberler.com/efeler-de-yollar-yenileniyor-13221563-haberi/,0,İlçe genelinde yoğun çalışmalar sürdüren Efeler Belediyesi kentte yeni yol kaldırım yapımı mevcut yolların bakım onarım çalışmalarına devam ediyor Efeler Belediyesi Fen İşleri Müdürlüğü ekipleri Başkan Fatih Atay ın talimatıyla mahallelerde yeni yol yapımı ihtiyaç duyulan bölgelerde bakım onarım çalışmalarını sürdürüyor,41
75,https://www.haberler.com/efeler-de-yollar-yenileniyor-13221563-haberi/,1,Ekipler Ata Mahallesi nde yol kaldırım bakım onarım işlemlerinde bulundu,10
76,https://www.haberler.com/efeler-de-yollar-yenileniyor-13221563-haberi/,2,İş makineleri bozulan yolun eskimiş taşlarını söken belediye çalışanları kaldırım yapımında kullanılan yeni bordür taşlarının döşemesini yaptı,17
77,https://www.haberler.com/efeler-de-yollar-yenileniyor-13221563-haberi/,3,Çevreye verilen rahatsızlığı aza indirmek adına özenle çalışan ekipler sökülen taşları titizlikle toplayıp vatandaşların olası mağduriyetlerinin önüne geçti Gerçekleştirilen çalışmadan dolayı memnuniyetlerini dile getiren mahalle sakinleri yolların kaldırımların yeterince eskidiğine dikkat çekerek mevcut yolların yenilenmesine ihtiyaç duyulduğunu nedenle belediyenin çalışmasının yerinde olduğunu belirttiler Kent genelinde çalışmalarına hızla devam eden Efeler Belediyesinin yol yapım kaldırım düzenleme çalışmalarının periyodik olarak ilçenin mahallelerinde devam edeceği bildirildi,63
78,https://www.haberler.com/efeler-de-yollar-yenileniyor-13221563-haberi/,4,AYDINKaynak İHA,2
79,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,0,Dün yaşanan sürpriz bir gelişme bugün Epic Games Store üzerinden verilecek olan oyunun Grand Theft Auto olacağı iddiası ortaya atılmıştı,20
80,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,1,Bu iddia yaşanan bir kaza sonucu önceden onaylandı,8
81,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,2,Grand Theft Auto Epic Games Store un sıradaki ücretsiz oyunu olacak Eskiden pek fazla karşılaşmadığımız sızıntılar artık oyun dünyasının ayrılmaz bir parçası haline geldi,24
82,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,3,Eğer yapılacak olan duyuru büyük bir oyun büyük bir olay alakalıysa elbet bir şekilde sızıntılar yaşanıyor,16
83,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,4,Kimi zaman resmi mecralar üzerinde yapılan dikkatsizlikler kimi zaman isimsiz güvenilir olduğu söylenen kaynaklar üzerinden yapılan aktarımlar sonucunda önceden haberimiz oluyor sadece resmi duyuruyu beklemek kalıyordu Grand Theft Auto Epic Games Store dan Ücretsiz DağıtılacakBu seferki kaza Epic Games Store Twitter hesabında yaşandı,43
84,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,5,Duyuruya ait video kazara önceden yayınlandı,6
85,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,6,Her kadar çabuk bir şekilde silinmiş olsa dün ortaya atılan iddia sonrasında pusuya yatan kullanıcılardan kaçmak zamanki mümkün olmadı Tweet ad is deleted so here you go pic twitter com oja Wario Wario May Ne var Game Pressure sitesinin söylediğinin aksine ücretsiz dağıtılacak olan Grand Theft Auto Online Premium Edition değil oyunun standart sürüm olacakmış görünüyor,56
86,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,7,En azından duyuru fragmanına bakacak olursak böyle bir sonuç çıkıyor,10
87,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,8,Elbette resmi duyuru beklemek iyisi olacaktır yılında satışa sunulmuş olan Grand Theft Auto kadar satış anlamında eski performansından biraz uzak olsa aktif oyuncu sayısında pek fazla bir azalma görülmüş değil,30
88,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,9,Bunda Rockstar Games tarafından periyodik olarak yapılan yeniliklerin etkisi mevcut tabii,11
89,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,10,Bununla birlikte bugün Grand Theft Auto oyunun Epic Games Store üzerinden ücretsiz dağıtılması dağıtılması sonrasında aktif oyuncu sayısında bir sıçrayış yaşanacakmış görünüyor GTA Mobile denemeyi unutmayın,26
90,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,11,Ücretsiz GTA haberi öncesinde dün oyun dünyasının gündeminde yine Grand Theft Auto vardı,13
91,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,12,Oyunun hayranları GTA mobile indir bağlantısında görebileceğiniz oyunu Android telefonlar yayınlamışlardı Henüz geliştirme sürecinin başında olan GTA mobil projesi buna rağmen milyonlarca oyuncunun dikkatini çekmeyi başardı,26
92,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,13,Şimdilik sadece haritanın belirli bölgeleri bitirilmişken APK dosyası içerisinde oldukça eğlenceli bir Stunt Mode yerleştirilmişti Henüz GTA mobile oynamadıysanız hemen bağlantı adresine tıklayarak oyunu deneyebilirsiniz Grand Theft Auto konusuKonu olarak hayali Los Santos şehrinde geçen oyunda Franklin Clinton Michael Santa Trevor Philips isimli karakteri yönetiyoruz,45
93,https://www.haberler.com/grand-theft-auto-5-epic-games-store-dan-ucretsiz-13221562-haberi/,14,Kendilerini suç dünyasının Amerikan hükümetinin eğlence sektörünün birbiri içine geçmiş ağlarında bulan karakterler Los Santos şehri genelinde tehlikeli soygunları sorunsuz bir şekilde gerçekleştirmeye çalışıyorlar,24
94,https://www.haberler.com/cuma-pazari-bu-ayin-sonuna-kadar-kurulmayacak-13221561-haberi/,0,Osmaneli Belediye Başkanı Münür Şahin Sağlık Bakanlığının Haziran ayında yapacağı yeni açıklamalara kadar ilçede hafta cuma günü kurulan cuma pazarının kurulmayacağı söyledi Başkan Şahin yaptığı yazılı açıklamada Korona virüs önlemleri çerçevesinde Hıfzısıhha Kurulumuzun aldığı kararlar gereği Cuma pazarımız uzun bir süredir kurulmuyor,42
95,https://www.haberler.com/cuma-pazari-bu-ayin-sonuna-kadar-kurulmayacak-13221561-haberi/,1,Sağlık Bakanlığımızın Haziran ayında yapacağı yeni açıklamaya kadar Cuma pazarının kurulmayacak,11
96,https://www.haberler.com/cuma-pazari-bu-ayin-sonuna-kadar-kurulmayacak-13221561-haberi/,2,Halkımızın ihtiyaçları haftanın günü Osmaneli esnaflarından sebze meyve konfeksiyon oyuncak satış yapmak isteyenler kapalı pazarımız içinde zabıtamızın gösterdiği yerlerde satış yapmaya devam edecek dedi,24
97,https://www.haberler.com/cuma-pazari-bu-ayin-sonuna-kadar-kurulmayacak-13221561-haberi/,3,BİLECİKKaynak İHA,2
98,https://www.haberler.com/sindirgi-da-kumarhaneye-cevrilen-eve-sok-baskin-13221560-haberi/,0,Balıkesir in Sındırgı ilçesinde polis kumar oynanan eve baskın yaptı,10
99,https://www.haberler.com/sindirgi-da-kumarhaneye-cevrilen-eve-sok-baskin-13221560-haberi/,1,Polis ekipleri evde kumar oynayan kişiye sosyal mesafeye uymamak kumar oynamaktan bin lira idari para cezası uyguladı Sındırgı İlçe Emniyet Müdürlüğü ekiplerince korona virüs nedeniyle alınan tedbirleri ihlal ederek kumar oynanan bir eve baskın düzenlendi,35
100,https://www.haberler.com/sindirgi-da-kumarhaneye-cevrilen-eve-sok-baskin-13221560-haberi/,2,Polis ekipleri Sındırgı ilçesi Kocakonak Mahallesi ndeki bir evde kumar oynatıldığı ihbarı üzerine harekete geçti,15
101,https://www.haberler.com/sindirgi-da-kumarhaneye-cevrilen-eve-sok-baskin-13221560-haberi/,3,Bir süre teknik fiziki takip yapan ekipler belirlenen adrese baskın düzenledi,11
102,https://www.haberler.com/sindirgi-da-kumarhaneye-cevrilen-eve-sok-baskin-13221560-haberi/,4,Baskında evin bir odasının yuvarlak masa sandalyeler konularak kumarhaneye çevrildiği tespit edildi,12
103,https://www.haberler.com/sindirgi-da-kumarhaneye-cevrilen-eve-sok-baskin-13221560-haberi/,5,Belirlenen adrese baskın düzenleyen polis ekipleri kişiyi kumar oynarken yakaladı,10
104,https://www.haberler.com/sindirgi-da-kumarhaneye-cevrilen-eve-sok-baskin-13221560-haberi/,6,Yapılan kontrolde içeride şahsın iskambil kağıdı tabir edilen kağıtlar pullar kumar oynamak amaçlı bir araya geldiği tespit edildi,18
105,https://www.haberler.com/sindirgi-da-kumarhaneye-cevrilen-eve-sok-baskin-13221560-haberi/,7,Bu nedenle halkın sağlığını tehlikeye sokacak şekilde bir arada bulunan kişiye sayılı Kabahatler Kanununun,14
