,url,segment_no,cumle_icerigi,kelime_sayısı
555,https://www.haberler.com/istanbul-da-taksi-icerisinde-dehset-veren-13221520-haberi/,8,Görüntülerde önce şahsın aracın arkasına oturduğu bir süre sonra cebinden bıçağını çıkararak şoförün karnına dayadığı görülüyor,16
556,https://www.haberler.com/istanbul-da-taksi-icerisinde-dehset-veren-13221520-haberi/,9,Korkusu yüzünden okunan şoför cebinde bulunan paraları saldırgana veriyor,9
557,https://www.haberler.com/istanbul-da-taksi-icerisinde-dehset-veren-13221520-haberi/,10,İSTANBULKaynak İHA,2
558,https://www.haberler.com/barcelona-da-malcolm-delaney-ile-yollar-ayrildi-13221519-haberi/,0,Barcelona Kulübü yaşındaki basketbolcunun Haziran da bitecek sözleşmesinin karşılıklı anlaşarak feshedildiğini duyurdu Almanya da Bayern Münih Rusya da Lokomotiv Kuban Amerikan Basketbol Ligi nde NBA Atlanta Hawks takımlarda görev yapan Delaney sezon başında Barcelona ya transfer olmuştu Delaney yeni tip koronavirüs Kovid salgını nedeniyle sezonun ertelenmesinden önce Barcelona formasıyla THY Avrupa Ligi nde sayı asist İspanya liginde sayı asist ortalamalarıyla oynamıştı,61
559,https://www.haberler.com/yurt-genelinde-evde-kal-cagrisina-kismen-uyuluyor-13221517-haberi/,0,Sakinliğin hakim olduğu meydan cadde parklarAsgari düzeyde trafikte ilerleyen araçlarParklardaki boş banklar ADANA Yeni tip koronavirüs tedbirleri kapsamında Evde Kal Türkiye çağrısına büyük oranda uyulduğu gözlendi,26
560,https://www.haberler.com/yurt-genelinde-evde-kal-cagrisina-kismen-uyuluyor-13221517-haberi/,1,Adana da Uğur Mumcu Meydanı Merkez Park Atatürk Parkı işlek caddelerde sakinlik hakim oldu Kaynak AA,16
561,https://www.haberler.com/buyuksehir-belediye-erzurumspor-baskani-unes-83-13221516-haberi/,0,Bu pandemi ülkemiz sınırları içine girdikten liglere ara verildikten sonra bize sorulduğunda söylemin altını çizmiştik,15
562,https://www.haberler.com/buyuksehir-belediye-erzurumspor-baskani-unes-83-13221516-haberi/,1,Pandemiyle alakalı bizlerin görüş bildirmesinin sağlıklı olmayacağı konuda bilgi birikim sahibi olan başta Sağlık Bakanımız olmak üzere bilim kurulu yetkili kişilerin çıkıp konuşması gerektiği onların düşünceleri doğrultusunda bugüne kadar onların politikalarını güderek başarı sağladıysak bundan sonra onların vereceği raporlar doğrultusunda ilerlenmesi gerektiğini düşündüğümüzü platformda söyledik,45
563,https://www.haberler.com/buyuksehir-belediye-erzurumspor-baskani-unes-83-13221516-haberi/,2,Futbolcularımızın ruh hallerinin sorulması gerektiğini özellikle başta Şenol Güneş hoca olmak üzere Fatih Terim futbolla ilgilenen önemli paydaşlar sahada futbolu icra eden futbolculara sorulması gerektiğini söyledik,26
564,https://www.haberler.com/buyuksehir-belediye-erzurumspor-baskani-unes-83-13221516-haberi/,3,Dün gece dramatik bir olay yaşadık,6
565,https://www.haberler.com/buyuksehir-belediye-erzurumspor-baskani-unes-83-13221516-haberi/,4,Bir yardımcı antrenörümün bir ay sonra çocuğu olacak değişik bir ruh haliyle ambulansa bindirildi,14
566,https://www.haberler.com/buyuksehir-belediye-erzurumspor-baskani-unes-83-13221516-haberi/,5,Bir futbolcumun gün önce çocuğu olmuştu,6
567,https://www.haberler.com/buyuksehir-belediye-erzurumspor-baskani-unes-83-13221516-haberi/,6,Yaklaşık günlük yakın zamanda çocuğuyla iletişim kurmuş kötü durumdaydı,9
568,https://www.haberler.com/buyuksehir-belediye-erzurumspor-baskani-unes-83-13221516-haberi/,7,Bir tanesi bir kaç gün sonra çocuğu dünyaya gelecek,9
569,https://www.haberler.com/buyuksehir-belediye-erzurumspor-baskani-unes-83-13221516-haberi/,8,Çok farklı duygularla hastaneye gönderdik,5
570,https://www.haberler.com/buyuksehir-belediye-erzurumspor-baskani-unes-83-13221516-haberi/,9,Dolayısıyla onların düşüncelerinin alınması gerektiğini platformda söyledik,7
571,https://www.haberler.com/buyuksehir-belediye-erzurumspor-baskani-unes-83-13221516-haberi/,10,İnşallah süreci doğru şekilde yönetiriz,5
572,https://www.haberler.com/buyuksehir-belediye-erzurumspor-baskani-unes-83-13221516-haberi/,11,Yetkililerin vereceği raporlar doğrultusunda süreci yönetmeye çalışacağız,7
573,https://www.haberler.com/buyuksehir-belediye-erzurumspor-baskani-unes-83-13221516-haberi/,12,Kaynak DHA,2
574,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,0,ADANA Eczacı Odası ADEO Başkanı Mürsel Yalbuzdağ pandemi sürecindeki merdiven altı üreticilerin belgesiz üretim yapanların ağır cezayı alması gerektiğini söyledi Bilimsel eczacılığın inci yılı etkinlikleri kapsamında Atatürk Parkı nda bir araya gelen ADEO yönetimi protokol üyeleri eczacılar saygı duruşunda bulunup Büyükşehir Belediyesi Bandosu eşliğinde İstiklal Marşı okudu,47
575,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,1,Parkta basın açıklaması yapan ADEO Başkanı Yalbuzdağ eczacıların koronavirüs salgını boyunca tam zamanlı olağanüstü çalışma sergilediğini anlattı,17
576,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,2,Pandemi nedeniyle yerli ilaç üretimi Ar Ge yatırımlarının öneminin arttığını kaydeden Yalbuzdağ dışa bağımlılığın ortadan kalkması gerektiğine vurgu yaptı,19
577,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,3,Aşı çalışmalarına değinen Yalbuzdağ toplumun bağışıklık kazanması hastalıkların önlenmesinin öneminin arttığını aktardı,12
578,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,4,ADEO Başkanı Yalbuzdağ pandemi nedeniyle artık hiçbir şeyin eskisi olmayacağını belirterek Tedbirler koruyucu ekipman ihtiyacı sosyal mesafe karantina terimlerini bundan sonra sık duyar olacağız,24
579,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,5,Şu unutulmamalıdır pandemi sürecindeki fırsatçılar stokçular unutulmayacaktır,7
580,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,6,Merdiven altı üretimlerle halk sağlığını tehlikeye atanlar belgesiz üretim yapanlar ağır cezayı almalıdır dedi Açıklamanın ardından eczacı eczane çalışanları koronavirüs nedeniyle hayatını kaybeden eczacı eczane çalışanları sağlık çalışanlarını anmak dakikalık saygı duruşunda bulundu,33
581,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,0,ADANA Eczacı Odası ADEO Başkanı Mürsel Yalbuzdağ pandemi sürecindeki merdiven altı üreticilerin belgesiz üretim yapanların ağır cezayı alması gerektiğini söyledi Bilimsel eczacılığın inci yılı etkinlikleri kapsamında Atatürk Parkı nda bir araya gelen ADEO yönetimi protokol üyeleri eczacılar saygı duruşunda bulunup Büyükşehir Belediyesi Bandosu eşliğinde İstiklal Marşı okudu,47
582,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,1,Parkta basın açıklaması yapan ADEO Başkanı Yalbuzdağ eczacıların koronavirüs salgını boyunca tam zamanlı olağanüstü çalışma sergilediğini anlattı,17
583,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,2,Pandemi nedeniyle yerli ilaç üretimi Ar Ge yatırımlarının öneminin arttığını kaydeden Yalbuzdağ dışa bağımlılığın ortadan kalkması gerektiğine vurgu yaptı,19
584,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,3,Aşı çalışmalarına değinen Yalbuzdağ toplumun bağışıklık kazanması hastalıkların önlenmesinin öneminin arttığını aktardı,12
585,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,4,ADEO Başkanı Yalbuzdağ pandemi nedeniyle artık hiçbir şeyin eskisi olmayacağını belirterek Tedbirler koruyucu ekipman ihtiyacı sosyal mesafe karantina terimlerini bundan sonra sık duyar olacağız,24
586,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,5,Şu unutulmamalıdır pandemi sürecindeki fırsatçılar stokçular unutulmayacaktır,7
587,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,13,Merdiven altı üretimlerle halk sağlığını tehlikeye atanlar belgesiz üretim yapanlar ağır cezayı almalıdır dedi Açıklamanın ardından eczacı eczane çalışanları koronavirüs nedeniyle hayatını kaybeden eczacı eczane çalışanları sağlık çalışanlarını anmak dakikalık saygı duruşunda bulundu Bilimsel eczacılığın inci yılı etkinlikleri kapsamında Atatürk Parkı nda bir araya gelen ADEO yönetimi protokol üyeleri eczacılar saygı duruşunda bulunup Büyükşehir Belediyesi Bandosu eşliğinde İstiklal Marşı okudu,60
588,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,1,Parkta basın açıklaması yapan ADEO Başkanı Yalbuzdağ eczacıların koronavirüs salgını boyunca tam zamanlı olağanüstü çalışma sergilediğini anlattı,17
589,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,2,Pandemi nedeniyle yerli ilaç üretimi Ar Ge yatırımlarının öneminin arttığını kaydeden Yalbuzdağ dışa bağımlılığın ortadan kalkması gerektiğine vurgu yaptı,19
590,https://www.haberler.com/eczacilardan-belgesiz-uretim-tepkisi-13221515-haberi/,16,Aşı çalışmalarına değinen Yalbuzdağ toplumun bağışıklık kazanması hastalıkların önlenmesinin öneminin arttığını aktardı Kaynak DHA,14
591,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,0,Bursa Hasanağa da enginar üreticisiyle bir araya gelen Nilüfer Belediye Başkanı Turgay Erdem hasadı başlayan enginarların korona virüs salgını nedeniyle elde kalmaması çalışma başlattıklarını söyledi,25
592,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,1,Erdem Bu süreçte ürünlerin yurt içinde pazarlanması gerekiyor,8
593,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,2,Biz bununla ilgili bir çalışma yapıyoruz,6
594,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,3,Üreticilerimiz akıttıkları alın terinin karşılığını mutlaka alacaklardır dedi Nilüfer Belediye Başkanı Turgay Erdem Hasanağa Mahallesi nde ünü Türkiye ye yayılan enginarların üretildiği tarlalarda çiftçilerle buluştu,25
595,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,4,Karaciğer dostu enginarın hasadına başlayan üreticileri dinleyen Nilüfer Belediye Başkanı Turgay Erdem Türk Patent Marka Kurumu nun yıl coğrafi işaret tescili verdiği Hasanağa enginarının marka haline gelmesi ellerinden gelen desteği vereceklerini söyledi,32
596,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,5,Çiftçinin büyük sıkıntıyı ürünün satış noktasında yaşadığını belirten Başkan Erdem konuda girişimlerde bulunmaya başladıklarının müjdesini verdi Nilüfer Belediyesi nin yaptığı başvuru sonucunda Türk Patent Marka Kurumu nun yıl Hasanağa enginarının coğrafi işaret tescili verdiğini hatırlatan Başkan Erdem Bu bölgeye özgün bir ürün olduğunu tescillemiş olduk,45
597,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,6,Şimdi bundan sonra ürünün pazarlanacağı köylümüzün ürününü bundan sonra değerlendireceğimiz konusunda bir çalışma yapmamız lazım,15
598,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,7,Enginarlarımız büyüdü tam hasat zamanı,5
599,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,8,Pandemi nedeniyle pazarlama konusunda ciddi sıkıntı var,7
600,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,9,Tüccarlar gelemiyor buradan ürünler gönderilemiyor,5
601,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,10,İhracat durmuş durumda,3
602,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,11,Dolayısıyla ürünlerin yurt içinde pazarlanması gerekiyor,6
603,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,2,Biz bununla ilgili bir çalışma yapıyoruz,6
604,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,13,Bizim NİLKOOP tüketim kooperatifimiz var,5
605,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,14,Biz NİLKOOP vasıtasıyla enginarların pazarlanması konusunda bir çalışma yapacağız dedi Başkan Turgay Erdem Hasanağa enginarının Bursa dışında satışı girişimlerde bulunduklarını söyledi,21
606,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,15,Başkan Erdem Sosyal demokrat belediyelerle beraber yapmış olduğumuz bir organizasyon var,11
607,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,16,Arkadaşlarımız İstanbul Büyükşehir Belediyesi görüştüler,5
608,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,17,İzmir Ankara Büyükşehir Belediyeleri görüşüyoruz,5
609,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,18,Bu belediyelerin çiftçinin ürettiği ürünlerin pazarlanması satışıyla ilgili bir tüketim ağı oluşturmaya çalıştıklarını biliyoruz,14
610,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,19,İstanbul da alanda tür ürünler pazarlanıyor,6
611,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,20,Hasanağa enginarını pazarlama ağına sokarak ürünlerin değerlendirilmesini sağlayacağız,8
612,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,21,Çiftçilerimiz endişe etmesin,3
613,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,22,Ürünlerinin akıttıkları alın terinin karşılığını alacaklardır konuştu Erdem enginar üreticisinin enginarların paketlenebilmesi uygun yer ihtiyacı ilgili çözüm bulacaklarını belirtti,19
614,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,23,Tek sıkıntımız pazarlama Nilüfer Belediye Başkanı na yaşadıkları sorunları aktaran üretici Mehmet Akipek Hasanağa da enginar üretiminin geçen yıllara oranla iki katına çıktığını ancak ürünün satışı konusunda sıkıntı yaşadıklarını anlattı,30
615,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,24,Akipek Korona virüsü nedeniyle tüccarlar malımızı toptan alan pazarcı arkadaşlar gelmedi sene,12
616,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,25,Enginar kolay yetiştirilen bir bitki değil gerekli önlemler alındığında zor olmuyor,11
617,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,26,Malı üretmekte sıkıntı yok,4
618,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,27,Çok verimli topraklarımız var enginarımız güzel oluyor,7
619,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,28,Tek sıkıntımız pazarlama,3
620,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,29,Hasanağa enginarında kelleler biraz büyük oluyor,6
621,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,30,Hasanağa enginarını alan müşterilerimiz lezzetli yumuşak kılçıksız tatlı diyorlar dedi Hasanağa Muhtarı Halil Turan enginar üretiminin yıl arttığını belirterek üreticilerinin ürünlerinin pazarlanması konusunda destek beklediklerini söyledi,26
622,https://www.haberler.com/bursa-da-enginarin-tarlada-kalmamasi-icin-calisma-13221514-haberi/,31,BURSAKaynak İHA,2
623,https://www.haberler.com/erzurumspor-da-supheli-12-kisinin-koronavirus-13221513-haberi/,0,Erzurumspor da şüpheli kişinin koronavirüs testleri negatif çıktı EKKaynak DHA,10
624,https://www.haberler.com/kfmib-turk-findigini-dunyaya-daha-cok-yedirmek-13221511-haberi/,0,Karadeniz Fındık Mamulleri İhracatçıları Birliği Yönetim Kurulu Üyesi Cem Şenocak Türkiye nin önemli ihraç ürünlerinin başında gelen fındıkta üretimin artırılması gerektiğine dikkat çekerek Türk fındığını dünyaya yedirmek verimi kaliteyi arttırmamız lazım,31
625,https://www.haberler.com/kfmib-turk-findigini-dunyaya-daha-cok-yedirmek-13221511-haberi/,1,ifadelerini kullandı Şenocak yazılı açıklamasında fındıkta ihracatın arttığını üretimin yerinde durduğunu belirterek Giresun Ordu da verimi arttırmak destekleme sisteminde revizyona gidilmesi gerektiğini kaydetti Eylül de başlayan Ağustos ta tamamlanacak olan sezonunda Türkiye nin fındık ihracatının miktar bazında tarihin rekoruna ulaşacağı tahmin edildiğini ifade eden Şenocak fındıkta fiyat dış satım noktasında son yılların verimli zaman dilimini yaşadıklarına dikkat çekti Şenocak açıklamasında bunun iyi etüt edilip iyi değerlendirilmesi gerektiğine vurgu yaparak Türk fındığını dünyaya yedirmek verimi kaliteyi arttırmamız lazım,77
626,https://www.haberler.com/kfmib-turk-findigini-dunyaya-daha-cok-yedirmek-13221511-haberi/,2,Böylelikle sürekli yeni bahçeler oluşturan ülkelerin bize rakip olmalarına meydan vermemeliyiz,11
627,https://www.haberler.com/kfmib-turk-findigini-dunyaya-daha-cok-yedirmek-13221511-haberi/,3,açıklamasında bulundu Şenocak Türk fındığını dünyaya yedirilmesi gerektiğini belirterek şöyle devam etti Fındık bir sanayi ürünü haline gelmiştir,18
628,https://www.haberler.com/kfmib-turk-findigini-dunyaya-daha-cok-yedirmek-13221511-haberi/,4,Dün fazla olmuştur fiyatı aşağıda olur,6
629,https://www.haberler.com/kfmib-turk-findigini-dunyaya-daha-cok-yedirmek-13221511-haberi/,5,Bugün yetmemiştir fiyatı yükselir,4
630,https://www.haberler.com/kfmib-turk-findigini-dunyaya-daha-cok-yedirmek-13221511-haberi/,6,Ama yükselmesinin yararı kime olur,5
631,https://www.haberler.com/kfmib-turk-findigini-dunyaya-daha-cok-yedirmek-13221511-haberi/,7,Günümüzün koşullarında bizim dışımızdaki fındık üreten ülkeler yeni alanlar oluşturup bahçeler kurarak üretimlerini arttırmanın çabası içindedirler,16
632,https://www.haberler.com/kfmib-turk-findigini-dunyaya-daha-cok-yedirmek-13221511-haberi/,8,Onun üretip istikrarlı fiyat politikaları sektörü kontrol altında tutabilmek çalışmalıyız,10
633,https://www.haberler.com/kfmib-turk-findigini-dunyaya-daha-cok-yedirmek-13221511-haberi/,9,Türk fındığını dünyaya yedirmeli meydanı rakiplerimize bırakmamalıyız,7
634,https://www.haberler.com/kfmib-turk-findigini-dunyaya-daha-cok-yedirmek-13221511-haberi/,10,Dönümden kilo fındık almamız lazım Şenocak özellikle Giresun Ordu da üreticinin bahçesine girmesi fazla kaliteli üretim yapması gerektiğine dikkati çekerek ifadelere yer verdi Bunun yöredeki fındık üreticisine yönelik alan bazlı desteklemenin tekniği değiştirilmelidir,33
635,https://www.haberler.com/kfmib-turk-findigini-dunyaya-daha-cok-yedirmek-13221511-haberi/,11,Arazi bölünmesi nedeniyle geçindirmediği bahçesinden uzaklaşan köylüyü geri döndürmek zorundayız,10
636,https://www.haberler.com/kfmib-turk-findigini-dunyaya-daha-cok-yedirmek-13221511-haberi/,12,Yörede iyi tarım uygulamaları yapan yaptığı dönümde kilonun üstünde fındık alan bir üretici yapısı oluşturmalıyız,15
637,https://www.haberler.com/kfmib-turk-findigini-dunyaya-daha-cok-yedirmek-13221511-haberi/,13,Kaynak AA,2
638,https://www.haberler.com/mke-ankaragucu-nden-besiktas-a-gecmis-olsun-mesaji-13221510-haberi/,0,MKE Ankaragücü Kulübü kişinin yeni tip koronavirüs Kovid testinin pozitif çıktığını açıklayan Beşiktaş geçmiş olsun mesajı yayımladı Başkent temsilcisinin Twitter hesabından yapılan paylaşımda Geçmiş olsun Beşiktaş,26
639,https://www.haberler.com/mke-ankaragucu-nden-besiktas-a-gecmis-olsun-mesaji-13221510-haberi/,1,Koronavirüs testi pozitif çıkan kişiye geçmiş olsun dileklerimizi iletiyor bir an önce sağlıklarına kavuşmalarını umut ediyoruz,16
640,https://www.haberler.com/mke-ankaragucu-nden-besiktas-a-gecmis-olsun-mesaji-13221510-haberi/,2,denildi Kaynak AA,3
641,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,0,Fırsatçılara Fırsat vermemek siperlik üretimine başladılarSiperlik fiyatlarının pahalı olduğunu öğrenen Kayserili firma ucuz uzun ömürlü siperlik ürettilerKAYSERİ Kayseri de bir plastik firması korona virüsle mücadele kapsamında kullanılan siperlik fiyatlarının arttığını öğrenince kaliteli uzun ömürlü siperlik üretti,36
642,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,1,Üretilen siperlikler Türkiye nin tarafına gönderilirken ayrıca ülkeye ihraç ediliyor,10
643,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,2,Çin in Wuhan kentinde ortaya çıktıktan sonra Mart ta Türkiye de görülen korona virüsle mücadele kapsamında ihtiyaç duyulan ürün yüz süperlikleri oldu,22
644,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,3,Ürüne artan talep beraber fiyatları artınca Kayserili plastik firması harekete geçti,11
645,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,4,Daha ucuz uzun ömürlü yüz siperliği üreten firmanın ürününe yurtiçi yurtdışından talep yağıyor EnKa Plastik Gıda Ambalajları Firma Yöneticisi Samet Adıgüzel Covid salgını dünyada gerçekleştiğinde henüz Türkiye ye gelmemişti,29
646,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,5,Türkiye ye geldiğinde bir haber üzerine girişimde bulunmak istedik,9
647,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,6,Haber Türkiye de yapılan ürünlerin devlete sağlık sektörüne fahiş fiyatlara satıldığı söyleniyordu,12
648,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,7,Bunun ardından Ar Ge bölümümüzü devreye sokarak Biz burada yapabiliriz düşündük,11
649,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,8,Yoğun çalışmalar sonucunda gıda ambalajı yaptığımız ekipmanlar siperlik yapmamızda bir mahsur olmadığını hızlı bir şekilde ürün çıkarabileceğimizi düşündük,18
650,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,9,Buna istinaden özverili bir çalışma yeni tasarladığımız bir ürünü çıkardık,10
651,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,10,Burada taşın altına bizimde elimizi koymamız gerektiği bilincindeydik,8
652,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,11,Biz hedefimize ulaştığımıza inanıyoruz,4
653,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,12,Birçok fırsatçılara aman tanımadan bunlara fırsat açtırmadan ürünümüzü piyasaya çıkarmış olduk,11
654,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,13,Diğer ürünlere istinaden gerçekten kaliteli bir ürün çıkardık,8
655,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,14,Birçok araştırmamızın sonucunda sağlık çalışanlarımızın normal nihai tüketicilerimizin siperlik konusunda rahatsız olduklarını kullanımında zorlandıklarını gördük,15
656,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,15,Bu çalışmaların sonucunda ürünümüzü piyasaya çıkardık,6
657,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,16,Diğer ürünlerde basit kırtasiyeden bulabileceğimiz asetat malzeme steril olmayan malzemeler kullanılıyordu,11
658,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,17,Biz bunlarda pet malzeme kullandık,5
659,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,18,Diğer taraftan ürünün derecelik bir açı açılmasını sağlayıp yukarıda durmasını sağladık,11
660,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,19,derecede tekrar durmasını sağladık,4
661,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,20,Gözlük kullanılabileceğini düşündük,3
662,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,21,Bu çalışmaların sonucunda hijyenik bir ortamda Türkiye dünya halkına ürünü hizmet çıkarmış bulunmaktayız ifadelerini kullandı Adıgüzel Bu ürün piyasaya çıktıktan sonra ürüne olan ilgi gerçekten yüksekti,26
663,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,22,Çünkü birçok şehirden hatta yurtdışından diğer ürünler kıyaslaması yapıldı,9
664,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,23,Bugünlerde aldığımız tepkilerde Sizin ürününüz farklı cümlesini kullandılar,8
665,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,24,Ürün paketleme aşamamız steril bir ortamda oldu,7
666,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,25,Kutulama şeklimiz insanlara iyi hijyenik bir ürün verebilmek ayrı bir güzellik katmış oldu,13
667,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,26,Gelen tepkilerden memnunuz,3
668,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,27,Bu ürünümüz Kayseri den çıktıktan sonra ciddi bir serüven dünyaya dağılıyor diyebiliriz,12
669,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,28,Türkiye şehir hastanelerinden tutun köylerdeki sağlık merkezlerine kadar şuanda ürünümüz ulaşmış durumda,12
670,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,29,Ayrıca ihracat olarak İngiltere İsviçre Almanya Kazakistan Hollanda ülkelere ihracatını yağmış bulunmaktayız,12
671,https://www.haberler.com/firsatcilara-firsat-vermemek-icin-siperlik-13221509-haberi/,30,Bu memnuniyet gerçekten farklı bir duygu bunun dünya Türkiye halkına gösterdikleri tevazu teveccüh teşekkür ederim ülkemizin dünyanın durumundan kurtulup refaha ermesini temenni ediyorum dedi Kaynak İHA,26
